,year,month,site,block,plot,total,deoc,ipac,deva,other,log_total,station,mean_maxF,mean_minF,precip_in,precip_mm,cum_mammal,shan_mammal,rich_mammal,liz_estimates,mam_estimates,mean_maxC,mean_minC,tempdifF,tempdifC,elevation,rain_year,plotidname,plotID
125,2016,June,Intermediate,1,Open,1,1,0,0,0,0.693147181,Loraine,86.6,53.6,0,0,8,0.5895476,2,130,#N/A,30.33333333,12,33,18.33333333,1290.8,2015/2016,Intermediate.Open.1,2
126,2016,June,Intermediate,1,Partial,2,2,0,0,0,1.098612289,Loraine,86.6,53.6,0,0,12,0.748017,2,134,8,30.33333333,12,33,18.33333333,1290.8,2015/2016,Intermediate.Partial.1,5
127,2016,June,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,85.3,46.2,0,0,48,1.1649914,3,#N/A,29,29.61111111,7.888888889,39.1,21.72222222,1493.5,2015/2016,Mesic.Open.1,3
128,2016,June,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,85.3,46.2,0,0,62,1.3021472,4,#N/A,216,29.61111111,7.888888889,39.1,21.72222222,1493.5,2015/2016,Mesic.Partial.1,6
129,2016,June,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,85.3,46.2,0,0,72,1.1596465,4,#N/A,63,29.61111111,7.888888889,39.1,21.72222222,1493.5,2015/2016,Mesic.Total.1,9
130,2016,June,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,85.3,46.2,0,0,48,1.1649914,3,#N/A,2,29.61111111,7.888888889,39.1,21.72222222,1493.5,2015/2016,Mesic.Open.2,12
131,2016,June,Mesic,2,Partial,1,1,0,0,0,0.693147181,Chuchupate,85.3,46.2,0,0,62,1.3021472,4,#N/A,16,29.61111111,7.888888889,39.1,21.72222222,1493.5,2015/2016,Mesic.Partial.2,15
132,2016,June,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,85.3,46.2,0,0,72,1.1596465,4,#N/A,8,29.61111111,7.888888889,39.1,21.72222222,1493.5,2015/2016,Mesic.Total.2,18
133,2016,June,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,85.3,46.2,0,0,48,1.1649914,3,#N/A,13,29.61111111,7.888888889,39.1,21.72222222,1493.5,2015/2016,Mesic.Open.3,21
134,2016,June,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,85.3,46.2,0,0,62,1.3021472,4,#N/A,#N/A,29.61111111,7.888888889,39.1,21.72222222,1493.5,2015/2016,Mesic.Partial.3,24
135,2016,June,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,85.3,46.2,0,0,72,1.1596465,4,#N/A,18,29.61111111,7.888888889,39.1,21.72222222,1493.5,2015/2016,Mesic.Total.3,27
136,2016,May,Arid,1,Open,0,0,0,0,0,0,Lebec,68.9,48.3,0.72,18.28803658,13,0.5895476,2,52,2,20.5,9.055555556,20.6,11.44444444,1089.7,2015/2016,Arid.Open.1,1
137,2016,May,Arid,1,Partial,0,0,0,0,0,0,Lebec,68.9,48.3,0.72,18.28803658,42,1.0016857,4,74,16,20.5,9.055555556,20.6,11.44444444,1089.7,2015/2016,Arid.Partial.1,4
138,2016,May,Arid,1,Total,0,0,0,0,0,0,Lebec,68.9,48.3,0.72,18.28803658,34,1.2446206,4,68,16,20.5,9.055555556,20.6,11.44444444,1089.7,2015/2016,Arid.Total.1,7
139,2016,May,Arid,2,Open,0,0,0,0,0,0,Lebec,68.9,48.3,0.72,18.28803658,13,0.5895476,2,61,6,20.5,9.055555556,20.6,11.44444444,1089.7,2015/2016,Arid.Open.2,10
140,2016,May,Arid,2,Partial,0,0,0,0,0,0,Lebec,68.9,48.3,0.72,18.28803658,42,1.0016857,4,73,46,20.5,9.055555556,20.6,11.44444444,1089.7,2015/2016,Arid.Partial.2,13
141,2016,May,Arid,2,Total,0,0,0,0,0,0,Lebec,68.9,48.3,0.72,18.28803658,34,1.2446206,4,61,41,20.5,9.055555556,20.6,11.44444444,1089.7,2015/2016,Arid.Total.2,16
142,2016,May,Arid,3,Open,0,0,0,0,0,0,Lebec,68.9,48.3,0.72,18.28803658,13,0.5895476,2,83,3,20.5,9.055555556,20.6,11.44444444,1089.7,2015/2016,Arid.Open.3,19
143,2016,May,Arid,3,Partial,0,0,0,0,0,0,Lebec,68.9,48.3,0.72,18.28803658,42,1.0016857,4,70,#N/A,20.5,9.055555556,20.6,11.44444444,1089.7,2015/2016,Arid.Partial.3,22
144,2016,May,Arid,3,Total,0,0,0,0,0,0,Lebec,68.9,48.3,0.72,18.28803658,34,1.2446206,4,89,16,20.5,9.055555556,20.6,11.44444444,1089.7,2015/2016,Arid.Total.3,25
145,2016,May,Intermediate,1,Total,0,0,0,0,0,0,Loraine,70.1,43.3,0.3,7.62001524,23,0.687067,2,138,32,21.16666667,6.277777778,26.8,14.88888889,1290.8,2015/2016,Intermediate.Total.1,8
146,2016,May,Intermediate,2,Open,0,0,0,0,0,0,Loraine,70.1,43.3,0.3,7.62001524,8,0.5895476,2,85,6,21.16666667,6.277777778,26.8,14.88888889,1290.8,2015/2016,Intermediate.Open.2,11
147,2016,May,Intermediate,2,Partial,0,0,0,0,0,0,Loraine,70.1,43.3,0.3,7.62001524,12,0.748017,2,48,2,21.16666667,6.277777778,26.8,14.88888889,1290.8,2015/2016,Intermediate.Partial.2,14
148,2016,May,Intermediate,2,Total,0,0,0,0,0,0,Loraine,70.1,43.3,0.3,7.62001524,23,0.687067,2,85,#N/A,21.16666667,6.277777778,26.8,14.88888889,1290.8,2015/2016,Intermediate.Total.2,17
149,2016,May,Intermediate,3,Open,0,0,0,0,0,0,Loraine,70.1,43.3,0.3,7.62001524,8,0.5895476,2,208,#N/A,21.16666667,6.277777778,26.8,14.88888889,1290.8,2015/2016,Intermediate.Open.3,20
150,2016,May,Intermediate,3,Partial,0,0,0,0,0,0,Loraine,70.1,43.3,0.3,7.62001524,12,0.748017,2,163,#N/A,21.16666667,6.277777778,26.8,14.88888889,1290.8,2015/2016,Intermediate.Partial.3,23
151,2016,May,Intermediate,3,Total,1,1,0,0,0,0.693147181,Loraine,70.1,43.3,0.3,7.62001524,23,0.687067,2,177,2,21.16666667,6.277777778,26.8,14.88888889,1290.8,2015/2016,Intermediate.Total.3,26
152,2016,May,Intermediate,1,Open,1,0,1,0,0,0.693147181,Loraine,70.1,43.3,0.3,7.62001524,8,0.5895476,2,130,#N/A,21.16666667,6.277777778,26.8,14.88888889,1290.8,2015/2016,Intermediate.Open.1,2
153,2016,May,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,70.1,43.3,0.3,7.62001524,12,0.748017,2,134,8,21.16666667,6.277777778,26.8,14.88888889,1290.8,2015/2016,Intermediate.Partial.1,5
154,2016,May,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,67.9,37.5,0,0,48,1.1649914,3,#N/A,29,19.94444444,3.055555556,30.4,16.88888889,1493.5,2015/2016,Mesic.Open.1,3
155,2016,May,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,67.9,37.5,0,0,62,1.3021472,4,#N/A,216,19.94444444,3.055555556,30.4,16.88888889,1493.5,2015/2016,Mesic.Partial.1,6
156,2016,May,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,67.9,37.5,0,0,72,1.1596465,4,#N/A,63,19.94444444,3.055555556,30.4,16.88888889,1493.5,2015/2016,Mesic.Total.1,9
157,2016,May,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,67.9,37.5,0,0,48,1.1649914,3,#N/A,2,19.94444444,3.055555556,30.4,16.88888889,1493.5,2015/2016,Mesic.Open.2,12
158,2016,May,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,67.9,37.5,0,0,62,1.3021472,4,#N/A,16,19.94444444,3.055555556,30.4,16.88888889,1493.5,2015/2016,Mesic.Partial.2,15
159,2016,May,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,67.9,37.5,0,0,72,1.1596465,4,#N/A,8,19.94444444,3.055555556,30.4,16.88888889,1493.5,2015/2016,Mesic.Total.2,18
160,2016,May,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,67.9,37.5,0,0,48,1.1649914,3,#N/A,13,19.94444444,3.055555556,30.4,16.88888889,1493.5,2015/2016,Mesic.Open.3,21
161,2016,May,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,67.9,37.5,0,0,62,1.3021472,4,#N/A,#N/A,19.94444444,3.055555556,30.4,16.88888889,1493.5,2015/2016,Mesic.Partial.3,24
162,2016,May,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,67.9,37.5,0,0,72,1.1596465,4,#N/A,18,19.94444444,3.055555556,30.4,16.88888889,1493.5,2015/2016,Mesic.Total.3,27
163,2016,November,Arid,1,Open,0,0,0,0,0,0,Lebec,64.2,41.8,1.04,26.41605283,13,0.5895476,2,52,2,17.88888889,5.444444444,22.4,12.44444444,1089.7,2016/2017,Arid.Open.1,1
164,2016,November,Arid,1,Partial,0,0,0,0,0,0,Lebec,64.2,41.8,1.04,26.41605283,42,1.0016857,4,74,16,17.88888889,5.444444444,22.4,12.44444444,1089.7,2016/2017,Arid.Partial.1,4
165,2016,November,Arid,1,Total,1,1,0,0,0,0.693147181,Lebec,64.2,41.8,1.04,26.41605283,34,1.2446206,4,68,16,17.88888889,5.444444444,22.4,12.44444444,1089.7,2016/2017,Arid.Total.1,7
166,2016,November,Arid,2,Open,1,0,1,0,0,0.693147181,Lebec,64.2,41.8,1.04,26.41605283,13,0.5895476,2,61,6,17.88888889,5.444444444,22.4,12.44444444,1089.7,2016/2017,Arid.Open.2,10
167,2016,November,Arid,2,Partial,0,0,0,0,0,0,Lebec,64.2,41.8,1.04,26.41605283,42,1.0016857,4,73,46,17.88888889,5.444444444,22.4,12.44444444,1089.7,2016/2017,Arid.Partial.2,13
168,2016,November,Arid,2,Total,1,0,1,0,0,0.693147181,Lebec,64.2,41.8,1.04,26.41605283,34,1.2446206,4,61,41,17.88888889,5.444444444,22.4,12.44444444,1089.7,2016/2017,Arid.Total.2,16
169,2016,November,Arid,3,Open,0,0,0,0,0,0,Lebec,64.2,41.8,1.04,26.41605283,13,0.5895476,2,83,3,17.88888889,5.444444444,22.4,12.44444444,1089.7,2016/2017,Arid.Open.3,19
170,2016,November,Arid,3,Partial,1,1,0,0,0,0.693147181,Lebec,64.2,41.8,1.04,26.41605283,42,1.0016857,4,70,#N/A,17.88888889,5.444444444,22.4,12.44444444,1089.7,2016/2017,Arid.Partial.3,22
171,2016,November,Arid,3,Total,0,0,0,0,0,0,Lebec,64.2,41.8,1.04,26.41605283,34,1.2446206,4,89,16,17.88888889,5.444444444,22.4,12.44444444,1089.7,2016/2017,Arid.Total.3,25
172,2016,November,Intermediate,1,Total,1,1,0,0,0,0.693147181,Loraine,64.4,40.2,1.31,33.27406655,23,0.687067,2,138,32,18,4.555555556,24.2,13.44444444,1290.8,2016/2017,Intermediate.Total.1,8
173,2016,November,Intermediate,2,Open,0,0,0,0,0,0,Loraine,64.4,40.2,1.31,33.27406655,8,0.5895476,2,85,6,18,4.555555556,24.2,13.44444444,1290.8,2016/2017,Intermediate.Open.2,11
174,2016,November,Intermediate,2,Partial,1,1,0,0,0,0.693147181,Loraine,64.4,40.2,1.31,33.27406655,12,0.748017,2,48,2,18,4.555555556,24.2,13.44444444,1290.8,2016/2017,Intermediate.Partial.2,14
175,2016,November,Intermediate,2,Total,2,2,0,0,0,1.098612289,Loraine,64.4,40.2,1.31,33.27406655,23,0.687067,2,85,#N/A,18,4.555555556,24.2,13.44444444,1290.8,2016/2017,Intermediate.Total.2,17
176,2016,November,Intermediate,3,Open,0,0,0,0,0,0,Loraine,64.4,40.2,1.31,33.27406655,8,0.5895476,2,208,#N/A,18,4.555555556,24.2,13.44444444,1290.8,2016/2017,Intermediate.Open.3,20
177,2016,November,Intermediate,3,Partial,0,0,0,0,0,0,Loraine,64.4,40.2,1.31,33.27406655,12,0.748017,2,163,#N/A,18,4.555555556,24.2,13.44444444,1290.8,2016/2017,Intermediate.Partial.3,23
178,2016,November,Intermediate,3,Total,0,0,0,0,0,0,Loraine,64.4,40.2,1.31,33.27406655,23,0.687067,2,177,2,18,4.555555556,24.2,13.44444444,1290.8,2016/2017,Intermediate.Total.3,26
179,2016,November,Intermediate,1,Open,0,0,0,0,0,0,Loraine,64.4,40.2,1.31,33.27406655,8,0.5895476,2,130,#N/A,18,4.555555556,24.2,13.44444444,1290.8,2016/2017,Intermediate.Open.1,2
180,2016,November,Intermediate,1,Partial,1,1,0,0,0,0.693147181,Loraine,64.4,40.2,1.31,33.27406655,12,0.748017,2,134,8,18,4.555555556,24.2,13.44444444,1290.8,2016/2017,Intermediate.Partial.1,5
181,2016,November,Mesic,1,Open,1,0,0,1,0,0.693147181,Chuchupate,60.3,28.2,3.92,99.56819914,48,1.1649914,3,#N/A,29,15.72222222,-2.111111111,32.1,17.83333333,1493.5,2016/2017,Mesic.Open.1,3
182,2016,November,Mesic,1,Partial,1,1,0,0,0,0.693147181,Chuchupate,60.3,28.2,3.92,99.56819914,62,1.3021472,4,#N/A,216,15.72222222,-2.111111111,32.1,17.83333333,1493.5,2016/2017,Mesic.Partial.1,6
183,2016,November,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,60.3,28.2,3.92,99.56819914,72,1.1596465,4,#N/A,63,15.72222222,-2.111111111,32.1,17.83333333,1493.5,2016/2017,Mesic.Total.1,9
184,2016,November,Mesic,2,Open,1,0,1,0,0,0.693147181,Chuchupate,60.3,28.2,3.92,99.56819914,48,1.1649914,3,#N/A,2,15.72222222,-2.111111111,32.1,17.83333333,1493.5,2016/2017,Mesic.Open.2,12
185,2016,November,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,60.3,28.2,3.92,99.56819914,62,1.3021472,4,#N/A,16,15.72222222,-2.111111111,32.1,17.83333333,1493.5,2016/2017,Mesic.Partial.2,15
186,2016,November,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,60.3,28.2,3.92,99.56819914,72,1.1596465,4,#N/A,8,15.72222222,-2.111111111,32.1,17.83333333,1493.5,2016/2017,Mesic.Total.2,18
187,2016,November,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,60.3,28.2,3.92,99.56819914,48,1.1649914,3,#N/A,13,15.72222222,-2.111111111,32.1,17.83333333,1493.5,2016/2017,Mesic.Open.3,21
188,2016,November,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,60.3,28.2,3.92,99.56819914,62,1.3021472,4,#N/A,#N/A,15.72222222,-2.111111111,32.1,17.83333333,1493.5,2016/2017,Mesic.Partial.3,24
189,2016,November,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,60.3,28.2,3.92,99.56819914,72,1.1596465,4,#N/A,18,15.72222222,-2.111111111,32.1,17.83333333,1493.5,2016/2017,Mesic.Total.3,27
190,2016,October,Arid,1,Open,0,0,0,0,0,0,Lebec,72,48.6,0.27,6.858013716,13,0.5895476,2,52,2,22.22222222,9.222222222,23.4,13,1089.7,2015/2016,Arid.Open.1,1
191,2016,October,Arid,1,Partial,0,0,0,0,0,0,Lebec,72,48.6,0.27,6.858013716,42,1.0016857,4,74,16,22.22222222,9.222222222,23.4,13,1089.7,2015/2016,Arid.Partial.1,4
192,2016,October,Arid,1,Total,0,0,0,0,0,0,Lebec,72,48.6,0.27,6.858013716,34,1.2446206,4,68,16,22.22222222,9.222222222,23.4,13,1089.7,2015/2016,Arid.Total.1,7
193,2016,October,Arid,2,Open,0,0,0,0,0,0,Lebec,72,48.6,0.27,6.858013716,13,0.5895476,2,61,6,22.22222222,9.222222222,23.4,13,1089.7,2015/2016,Arid.Open.2,10
194,2016,October,Arid,2,Partial,0,0,0,0,0,0,Lebec,72,48.6,0.27,6.858013716,42,1.0016857,4,73,46,22.22222222,9.222222222,23.4,13,1089.7,2015/2016,Arid.Partial.2,13
195,2016,October,Arid,2,Total,0,0,0,0,0,0,Lebec,72,48.6,0.27,6.858013716,34,1.2446206,4,61,41,22.22222222,9.222222222,23.4,13,1089.7,2015/2016,Arid.Total.2,16
196,2016,October,Arid,3,Open,0,0,0,0,0,0,Lebec,72,48.6,0.27,6.858013716,13,0.5895476,2,83,3,22.22222222,9.222222222,23.4,13,1089.7,2015/2016,Arid.Open.3,19
197,2016,October,Arid,3,Partial,0,0,0,0,0,0,Lebec,72,48.6,0.27,6.858013716,42,1.0016857,4,70,#N/A,22.22222222,9.222222222,23.4,13,1089.7,2015/2016,Arid.Partial.3,22
198,2016,October,Arid,3,Total,0,0,0,0,0,0,Lebec,72,48.6,0.27,6.858013716,34,1.2446206,4,89,16,22.22222222,9.222222222,23.4,13,1089.7,2015/2016,Arid.Total.3,25
199,2016,October,Intermediate,1,Total,0,0,0,0,0,0,Loraine,71.6,45,0.48,12.19202438,23,0.687067,2,138,32,22,7.222222222,26.6,14.77777778,1290.8,2015/2016,Intermediate.Total.1,8
200,2016,October,Intermediate,2,Open,0,0,0,0,0,0,Loraine,71.6,45,0.48,12.19202438,8,0.5895476,2,85,6,22,7.222222222,26.6,14.77777778,1290.8,2015/2016,Intermediate.Open.2,11
201,2016,October,Intermediate,2,Partial,0,0,0,0,0,0,Loraine,71.6,45,0.48,12.19202438,12,0.748017,2,48,2,22,7.222222222,26.6,14.77777778,1290.8,2015/2016,Intermediate.Partial.2,14
202,2016,October,Intermediate,2,Total,0,0,0,0,0,0,Loraine,71.6,45,0.48,12.19202438,23,0.687067,2,85,#N/A,22,7.222222222,26.6,14.77777778,1290.8,2015/2016,Intermediate.Total.2,17
203,2016,October,Intermediate,3,Open,0,0,0,0,0,0,Loraine,71.6,45,0.48,12.19202438,8,0.5895476,2,208,#N/A,22,7.222222222,26.6,14.77777778,1290.8,2015/2016,Intermediate.Open.3,20
204,2016,October,Intermediate,3,Partial,0,0,0,0,0,0,Loraine,71.6,45,0.48,12.19202438,12,0.748017,2,163,#N/A,22,7.222222222,26.6,14.77777778,1290.8,2015/2016,Intermediate.Partial.3,23
205,2016,October,Intermediate,3,Total,0,0,0,0,0,0,Loraine,71.6,45,0.48,12.19202438,23,0.687067,2,177,2,22,7.222222222,26.6,14.77777778,1290.8,2015/2016,Intermediate.Total.3,26
206,2016,October,Intermediate,1,Open,0,0,0,0,0,0,Loraine,71.6,45,0.48,12.19202438,8,0.5895476,2,130,#N/A,22,7.222222222,26.6,14.77777778,1290.8,2015/2016,Intermediate.Open.1,2
207,2016,October,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,71.6,45,0.48,12.19202438,12,0.748017,2,134,8,22,7.222222222,26.6,14.77777778,1290.8,2015/2016,Intermediate.Partial.1,5
208,2016,October,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,69.3,34.2,0.83,21.08204216,48,1.1649914,3,#N/A,29,20.72222222,1.222222222,35.1,19.5,1493.5,2015/2016,Mesic.Open.1,3
209,2016,October,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,69.3,34.2,0.83,21.08204216,62,1.3021472,4,#N/A,216,20.72222222,1.222222222,35.1,19.5,1493.5,2015/2016,Mesic.Partial.1,6
210,2016,October,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,69.3,34.2,0.83,21.08204216,72,1.1596465,4,#N/A,63,20.72222222,1.222222222,35.1,19.5,1493.5,2015/2016,Mesic.Total.1,9
211,2016,October,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,69.3,34.2,0.83,21.08204216,48,1.1649914,3,#N/A,2,20.72222222,1.222222222,35.1,19.5,1493.5,2015/2016,Mesic.Open.2,12
212,2016,October,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,69.3,34.2,0.83,21.08204216,62,1.3021472,4,#N/A,16,20.72222222,1.222222222,35.1,19.5,1493.5,2015/2016,Mesic.Partial.2,15
213,2016,October,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,69.3,34.2,0.83,21.08204216,72,1.1596465,4,#N/A,8,20.72222222,1.222222222,35.1,19.5,1493.5,2015/2016,Mesic.Total.2,18
214,2016,October,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,69.3,34.2,0.83,21.08204216,48,1.1649914,3,#N/A,13,20.72222222,1.222222222,35.1,19.5,1493.5,2015/2016,Mesic.Open.3,21
215,2016,October,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,69.3,34.2,0.83,21.08204216,62,1.3021472,4,#N/A,#N/A,20.72222222,1.222222222,35.1,19.5,1493.5,2015/2016,Mesic.Partial.3,24
216,2016,October,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,69.3,34.2,0.83,21.08204216,72,1.1596465,4,#N/A,18,20.72222222,1.222222222,35.1,19.5,1493.5,2015/2016,Mesic.Total.3,27
217,2016,September,Arid,1,Open,0,0,0,0,0,0,Lebec,80.4,52.6,0,0,13,0.5895476,2,52,2,26.88888889,11.44444444,27.8,15.44444444,1089.7,2015/2016,Arid.Open.1,1
218,2016,September,Arid,1,Partial,0,0,0,0,0,0,Lebec,80.4,52.6,0,0,42,1.0016857,4,74,16,26.88888889,11.44444444,27.8,15.44444444,1089.7,2015/2016,Arid.Partial.1,4
219,2016,September,Arid,1,Total,0,0,0,0,0,0,Lebec,80.4,52.6,0,0,34,1.2446206,4,68,16,26.88888889,11.44444444,27.8,15.44444444,1089.7,2015/2016,Arid.Total.1,7
220,2016,September,Arid,2,Open,0,0,0,0,0,0,Lebec,80.4,52.6,0,0,13,0.5895476,2,61,6,26.88888889,11.44444444,27.8,15.44444444,1089.7,2015/2016,Arid.Open.2,10
221,2016,September,Arid,2,Partial,0,0,0,0,0,0,Lebec,80.4,52.6,0,0,42,1.0016857,4,73,46,26.88888889,11.44444444,27.8,15.44444444,1089.7,2015/2016,Arid.Partial.2,13
222,2016,September,Arid,2,Total,0,0,0,0,0,0,Lebec,80.4,52.6,0,0,34,1.2446206,4,61,41,26.88888889,11.44444444,27.8,15.44444444,1089.7,2015/2016,Arid.Total.2,16
223,2016,September,Arid,3,Open,0,0,0,0,0,0,Lebec,80.4,52.6,0,0,13,0.5895476,2,83,3,26.88888889,11.44444444,27.8,15.44444444,1089.7,2015/2016,Arid.Open.3,19
224,2016,September,Arid,3,Partial,0,0,0,0,0,0,Lebec,80.4,52.6,0,0,42,1.0016857,4,70,#N/A,26.88888889,11.44444444,27.8,15.44444444,1089.7,2015/2016,Arid.Partial.3,22
225,2016,September,Arid,3,Total,0,0,0,0,0,0,Lebec,80.4,52.6,0,0,34,1.2446206,4,89,16,26.88888889,11.44444444,27.8,15.44444444,1089.7,2015/2016,Arid.Total.3,25
226,2016,September,Intermediate,1,Total,0,0,0,0,0,0,Loraine,81.8,50.5,0,0,23,0.687067,2,138,32,27.66666667,10.27777778,31.3,17.38888889,1290.8,2015/2016,Intermediate.Total.1,8
227,2016,September,Intermediate,2,Open,0,0,0,0,0,0,Loraine,81.8,50.5,0,0,8,0.5895476,2,85,6,27.66666667,10.27777778,31.3,17.38888889,1290.8,2015/2016,Intermediate.Open.2,11
228,2016,September,Intermediate,2,Partial,0,0,0,0,0,0,Loraine,81.8,50.5,0,0,12,0.748017,2,48,2,27.66666667,10.27777778,31.3,17.38888889,1290.8,2015/2016,Intermediate.Partial.2,14
229,2016,September,Intermediate,2,Total,0,0,0,0,0,0,Loraine,81.8,50.5,0,0,23,0.687067,2,85,#N/A,27.66666667,10.27777778,31.3,17.38888889,1290.8,2015/2016,Intermediate.Total.2,17
230,2016,September,Intermediate,3,Open,0,0,0,0,0,0,Loraine,81.8,50.5,0,0,8,0.5895476,2,208,#N/A,27.66666667,10.27777778,31.3,17.38888889,1290.8,2015/2016,Intermediate.Open.3,20
231,2016,September,Intermediate,3,Partial,0,0,0,0,0,0,Loraine,81.8,50.5,0,0,12,0.748017,2,163,#N/A,27.66666667,10.27777778,31.3,17.38888889,1290.8,2015/2016,Intermediate.Partial.3,23
232,2016,September,Intermediate,3,Total,0,0,0,0,0,0,Loraine,81.8,50.5,0,0,23,0.687067,2,177,2,27.66666667,10.27777778,31.3,17.38888889,1290.8,2015/2016,Intermediate.Total.3,26
233,2016,September,Intermediate,1,Open,0,0,0,0,0,0,Loraine,81.8,50.5,0,0,8,0.5895476,2,130,#N/A,27.66666667,10.27777778,31.3,17.38888889,1290.8,2015/2016,Intermediate.Open.1,2
234,2016,September,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,81.8,50.5,0,0,12,0.748017,2,134,8,27.66666667,10.27777778,31.3,17.38888889,1290.8,2015/2016,Intermediate.Partial.1,5
235,2016,September,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,78.6,38.1,0,0,48,1.1649914,3,#N/A,29,25.88888889,3.388888889,40.5,22.5,1493.5,2015/2016,Mesic.Open.1,3
236,2016,September,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,78.6,38.1,0,0,62,1.3021472,4,#N/A,216,25.88888889,3.388888889,40.5,22.5,1493.5,2015/2016,Mesic.Partial.1,6
237,2016,September,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,78.6,38.1,0,0,72,1.1596465,4,#N/A,63,25.88888889,3.388888889,40.5,22.5,1493.5,2015/2016,Mesic.Total.1,9
238,2016,September,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,78.6,38.1,0,0,48,1.1649914,3,#N/A,2,25.88888889,3.388888889,40.5,22.5,1493.5,2015/2016,Mesic.Open.2,12
239,2016,September,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,78.6,38.1,0,0,62,1.3021472,4,#N/A,16,25.88888889,3.388888889,40.5,22.5,1493.5,2015/2016,Mesic.Partial.2,15
240,2016,September,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,78.6,38.1,0,0,72,1.1596465,4,#N/A,8,25.88888889,3.388888889,40.5,22.5,1493.5,2015/2016,Mesic.Total.2,18
241,2016,September,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,78.6,38.1,0,0,48,1.1649914,3,#N/A,13,25.88888889,3.388888889,40.5,22.5,1493.5,2015/2016,Mesic.Open.3,21
242,2016,September,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,78.6,38.1,0,0,62,1.3021472,4,#N/A,#N/A,25.88888889,3.388888889,40.5,22.5,1493.5,2015/2016,Mesic.Partial.3,24
243,2016,September,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,78.6,38.1,0,0,72,1.1596465,4,#N/A,18,25.88888889,3.388888889,40.5,22.5,1493.5,2015/2016,Mesic.Total.3,27
244,2017,April,Arid,2,Open,1,1,0,0,0,0.693147181,Lebec,64.6,41.1,0.08,2.032004064,13,0.5895476,2,61,6,18.11111111,5.055555556,23.5,13.05555556,1089.7,2016/2017,Arid.Open.2,10
245,2017,April,Arid,2,Partial,3,3,0,0,0,1.386294361,Lebec,64.6,41.1,0.08,2.032004064,42,1.0016857,4,73,46,18.11111111,5.055555556,23.5,13.05555556,1089.7,2016/2017,Arid.Partial.2,13
246,2017,April,Arid,2,Total,4,4,0,0,0,1.609437912,Lebec,64.6,41.1,0.08,2.032004064,34,1.2446206,4,61,41,18.11111111,5.055555556,23.5,13.05555556,1089.7,2016/2017,Arid.Total.2,16
247,2017,April,Arid,1,Open,0,0,0,0,0,0,Lebec,64.6,41.1,0.08,2.032004064,13,0.5895476,2,52,2,18.11111111,5.055555556,23.5,13.05555556,1089.7,2016/2017,Arid.Open.1,1
248,2017,April,Arid,1,Partial,2,2,0,0,0,1.098612289,Lebec,64.6,41.1,0.08,2.032004064,42,1.0016857,4,74,16,18.11111111,5.055555556,23.5,13.05555556,1089.7,2016/2017,Arid.Partial.1,4
249,2017,April,Arid,1,Total,4,4,0,0,0,1.609437912,Lebec,64.6,41.1,0.08,2.032004064,34,1.2446206,4,68,16,18.11111111,5.055555556,23.5,13.05555556,1089.7,2016/2017,Arid.Total.1,7
